Open,High,Low,Close,Adj Close,Volume
202.5,202.85000610351562,200.35000610351562,202.10000610351562,99.1097412109375,3947501
200.0,200.0,192.5,193.14999389648438,94.72067260742188,18935386
193.6999969482422,195.0,187.5500030517578,187.9499969482422,92.17058563232422,13968283
188.0,194.4499969482422,186.64999389648438,192.89999389648438,94.59806823730469,12883382
196.10000610351562,198.64999389648438,192.5,193.4499969482422,94.86781311035156,11020289
194.5,197.0,191.89999389648438,195.64999389648438,95.9466781616211,14295380
197.9499969482422,198.0,192.0,194.75,95.50531005859375,11205333
195.0,196.1999969482422,193.4499969482422,195.4499969482422,95.84860229492188,8256271
195.5,198.3000030517578,195.0,196.60000610351562,96.41255950927734,8245755
196.0,196.0,192.0,193.0500030517578,94.671630859375,9059869
193.85000610351562,199.8000030517578,193.35000610351562,198.89999389648438,97.54047393798828,9416350
201.0,202.25,195.6999969482422,196.3000030517578,96.26544189453125,12554389
197.25,198.25,195.39999389648438,197.4499969482422,96.82938385009766,6591718
199.0,200.0,196.25,198.6999969482422,97.44237518310547,8307081
200.10000610351562,200.5,197.64999389648438,198.4499969482422,97.31978607177734,6348706
197.5,197.5,191.0,191.5,93.9115219116211,9901151
191.5,195.0,190.60000610351562,192.8000030517578,94.54904174804688,7523951
192.89999389648438,195.4499969482422,191.3000030517578,193.5,94.89230346679688,6195845
195.10000610351562,196.39999389648438,192.5500030517578,194.6999969482422,95.48079681396484,6437316
195.0,195.0,191.0,191.5,93.9115219116211,6045200
191.5,193.85000610351562,189.39999389648438,192.64999389648438,94.47547912597656,6230069
192.89999389648438,196.4499969482422,192.14999389648438,194.10000610351562,95.18656921386719,10015876
195.5,198.25,193.8000030517578,197.35000610351562,96.78034210205078,13404228
179.64999389648438,180.0,158.14999389648438,162.14999389648438,79.51828002929688,98562137
162.8000030517578,165.0,156.5,161.35000610351562,79.1259765625,24578563
159.3000030517578,164.5,157.25,162.60000610351562,79.73897552490234,14352577
163.35000610351562,165.0,157.75,163.75,80.30293273925781,13140943
162.9499969482422,165.64999389648438,161.8000030517578,163.4499969482422,80.15582275390625,9437018
162.3000030517578,162.39999389648438,149.6999969482422,154.14999389648438,75.59510040283203,21667191
153.6999969482422,155.1999969482422,147.0500030517578,152.14999389648438,74.61429595947266,18188741
151.89999389648438,157.9499969482422,150.6999969482422,152.85000610351562,74.95756530761719,14116882
150.5,153.0,149.14999389648438,151.75,74.41814422607422,9962977
151.0500030517578,151.1999969482422,145.8000030517578,147.3000030517578,72.23585510253906,14116428
148.85000610351562,151.14999389648438,146.64999389648438,148.0,72.57913970947266,14282136
148.10000610351562,154.39999389648438,147.85000610351562,153.10000610351562,75.08016967773438,12575548
154.0,160.89999389648438,154.0,160.25,78.5865249633789,17251557
161.6999969482422,165.60000610351562,160.3000030517578,164.60000610351562,80.71977233886719,14635838
164.4499969482422,170.0,163.60000610351562,169.64999389648438,83.19629669189453,14190345
171.0,171.8000030517578,167.39999389648438,171.25,83.98092651367188,10996421
168.6999969482422,171.25,164.0,169.6999969482422,83.2208023071289,13247683
170.0,171.4499969482422,163.6999969482422,164.64999389648438,80.74429321289062,11006707
166.5,171.4499969482422,164.1999969482422,169.39999389648438,83.07367706298828,39036727
172.4499969482422,174.8000030517578,172.0,173.4499969482422,85.059814453125,11885411
172.9499969482422,176.39999389648438,172.39999389648438,174.9499969482422,85.79539489746094,7667267
177.64999389648438,180.0,176.10000610351562,178.5,87.53631591796875,11031028
178.9499969482422,178.9499969482422,172.60000610351562,176.0500030517578,86.3348388671875,9472601
174.8000030517578,174.8000030517578,171.25,172.35000610351562,84.52037811279297,5797559
174.0,178.75,172.5500030517578,177.10000610351562,86.84978485107422,9043700
178.89999389648438,180.35000610351562,177.3000030517578,178.4499969482422,87.51179504394531,10456226
178.0,178.3000030517578,171.0,171.60000610351562,85.03411102294922,9768953
171.6999969482422,174.6999969482422,171.39999389648438,173.60000610351562,86.02520751953125,6517558
173.1999969482422,176.5,170.1999969482422,175.6999969482422,87.0658187866211,18224411
175.0,175.0,171.85000610351562,173.25,85.85174560546875,4734028
172.10000610351562,175.1999969482422,171.5500030517578,172.6999969482422,85.5792007446289,8901871
174.25,175.4499969482422,172.5500030517578,174.5500030517578,86.49595642089844,5703096
174.1999969482422,176.60000610351562,173.0500030517578,173.89999389648438,86.17386627197266,6311803
170.6999969482422,171.0,167.75,168.25,83.37406921386719,8243613
170.0,174.35000610351562,169.0,173.60000610351562,86.02520751953125,8106156
175.3000030517578,177.25,173.39999389648438,175.4499969482422,86.94193267822266,8484488
177.0,178.9499969482422,175.64999389648438,178.0500030517578,88.2303237915039,9758852
187.39999389648438,193.39999389648438,187.0,188.89999389648438,93.60690307617188,15788197
190.60000610351562,190.8000030517578,186.35000610351562,187.89999389648438,93.11135864257812,8097137
188.8000030517578,191.0,185.0500030517578,185.8000030517578,92.07073974609375,5974559
185.25,189.14999389648438,183.39999389648438,187.1999969482422,92.7645034790039,6366506
188.6999969482422,192.3000030517578,186.6999969482422,191.6999969482422,94.9944076538086,7281070
194.10000610351562,195.10000610351562,185.1999969482422,186.64999389648438,92.491943359375,10956365
186.89999389648438,190.9499969482422,184.10000610351562,190.0,94.15199279785156,8889015
188.89999389648438,191.75,185.5500030517578,188.5,93.4087142944336,10063947
188.4499969482422,188.4499969482422,179.39999389648438,181.14999389648438,89.76648712158203,17571817
181.4499969482422,184.5,179.6999969482422,183.89999389648438,91.12921905517578,7716220
184.89999389648438,187.9499969482422,183.6999969482422,184.6999969482422,91.52564239501953,6503139
